"ID","CODE","TYPE","LANGUAGE","CLASSIFIER","LABEL"
"c563e4fc-7118-4c19-8a2c-e980a9f32e37",19100,"AVAM","de","f","Forstwartinnen"
"c729ecca-07ce-4a79-9f47-df4b2fec1c0a",19101,"AVAM","de","f","Forstwartin EFZ"
"06c1b938-0a86-44fa-8f51-c5f1566eb9de",19102,"AVAM","de","f","Holzfällerin, -arbeiterin"
"a8343e75-da2d-437b-91cd-cac48f53fde3",19201,"AVAM","de","f","Hilfsarbeiterin Wald"
"95dd2468-f942-42b9-a912-a8984eee12bb",19205,"AVAM","de","f","Köhlerin"
"55d8468e-c537-4340-80b5-6c7510ef627f",19206,"AVAM","de","f","Waldarbeiterin"
"27bd83bb-fbfc-46c9-8d7b-17cd00f7459a",19300,"AVAM","de","f","Fischzüchterinnen, Fischerinnen"
"590cc7de-4346-4b9e-aad2-9ad4b4c8161b",19301,"AVAM","de","f","Berufsfischerin"
"2f570d0f-8d56-4a83-81a3-40b0bdb8c017",19302,"AVAM","de","f","Fischereiarbeiterin"
"9f285b89-9f08-4c0f-8bbc-05e8dd0c0d19",19303,"AVAM","de","f","Fischereiaufseherin"
"57b01eac-99be-45c1-9e55-e9cca88511b2",19304,"AVAM","de","f","Fischzüchterin"
"5ee621e8-07c0-4824-aad3-2c79228529dd",19402,"AVAM","de","f","Jägerin"
"7e01fcae-b60d-4fe1-a049-2061e83a255f",19403,"AVAM","de","f","Wildhüterin"
"b5f0187c-b676-44e3-b4ed-5d9a45b37ed8",20005,"AVAM","de","f","Grubenmeisterin"
"b4856a16-a0e2-4450-93ce-0ed1c737cdde",20100,"AVAM","de","f","Steinbrecherinnen, -spalterinnen"
"30cc4634-d3f8-4cda-a341-fdfbffc67c4c",20105,"AVAM","de","f","Granithauerin"
"d17b397d-6459-4058-8de5-159c04b8ef64",20108,"AVAM","de","f","Steinbrecherin"
"a02eb8cf-1b0c-4b83-9a71-95a9e0c730ee",20201,"AVAM","de","f","Steinrichterin"
"0c8366f6-af4d-4bdb-94f4-845b4a9aea04",20300,"AVAM","de","f","Stein-, Kies- und Sandgewinnerinnen"
"0526b62c-3ddb-40c6-9607-8494a48ac4aa",20303,"AVAM","de","f","Kieswerkarbeiterin"
"cfd3f9ce-ba90-45b9-80a4-f3dad1da65ac",20403,"AVAM","de","f","Tiefbohrerin"
"a9d2d1fa-3d93-4f1e-b098-964aa52aa577",20404,"AVAM","de","f","Bohrarbeiterin"
"a0ccb0d1-f284-4fa2-ab57-44109d54d2df",20502,"AVAM","de","f","Hilfsarbeiterin Bergbau"
"60430ef2-aafb-4cd1-8bd2-7c60b428b9dc",21002,"AVAM","de","f","Müllerin"
"f3e1acee-3b3e-4f8f-addc-f1f0d0e758ac",21003,"AVAM","de","f","Obermüllerin"
"3b611336-d2cf-4749-b7b2-9d7bcf77d879",21006,"AVAM","de","f","Müllereiarbeiterin"
"3a435611-8c4d-487d-928b-297f7b036eaa",21007,"AVAM","de","f","Futtermüllerin"
"6d26a170-f4d8-4e40-b0e3-56ac6ec16136",21100,"AVAM","de","f","Bäckerinnen, Bäckerinnen-Konditorinnen"
"cef28a97-4286-478e-b6e5-4eff47008ac2",21101,"AVAM","de","f","Bäckerin"
"93fe1823-653f-4920-b535-d4f25927ff73",21102,"AVAM","de","f","Bäckerin-Konditorin"
"1d92d7ba-906e-4d02-9461-c6825a0b771a",21104,"AVAM","de","f","Bäckergesellin"
"ea96f76a-ae9c-44ab-95f6-1e41bb6a9c07",21106,"AVAM","de","f","Bäckereiarbeiterin"
"05d173d2-2452-464d-8831-0ad31178b2b9",21107,"AVAM","de","f","Bäckerin mit HFP-Diplom"
