"ID","AVAM_CODE","X28_CODE"
"df58f52c-15d7-423a-a3b6-657d7deb38b7","72122","11000259"
"9d759210-9b7d-4618-aec6-3e558d13b77c","88805","11000260"
"d9130167-abdc-4b7e-8ad8-c314910491c5","72010","11000261"
"c4c27a64-c577-4355-bb59-2f28e3f28ed9","70511","11000263"
"63bdb2ab-412b-4cee-9221-6d28e20a8d6a","85301","11000265"
"f28c3321-5dc1-4ddd-9e77-b38d47512efe","37356","11000266"
"bd5f5d70-8795-4543-af1c-a08c05f45355","88102","11000267"
"7bd11024-e759-4d9b-90a9-f7485fc78f4a","37357","11000268"
"e07b572e-1df4-4934-b1b2-b35b0b48a7b9","15013","11000269"
"5c532b13-faec-4aae-878b-0f6d6b0f5134","88401","11000270"
"59e31c01-550e-48b8-b93f-1d642536bb02","65301","11000271"
"bbfc137e-8c0e-4a39-95ad-1e9f157e6135","37357","11000272"
"c3bb6044-cab0-47b8-a5d4-93117fb00358","37357","11000274"
"2a6be62c-822f-4c50-b17d-81d6dd801fd6","72003","11000275"
"c2624787-f63c-41fa-9d69-1d3c68c1c768","62002","11000276"
"3c5b48e3-67eb-4f1d-b058-8703d75b17dd","65302","11000277"
"a921c57b-c376-44f7-a9a3-6fdc4af67b98","34902","11000278"
"1f9a4a8b-f833-47cc-b1e3-972f304036ac","37001","11000279"
"95f9292f-a735-4251-9514-a28e8014bb86","88001","11000280"
"12796ae0-b668-43ee-a5a0-1d25cc1482b4","37302","11000281"
"3ab0859a-0c91-494b-90f1-d547c9935797","65703","11000282"
"49852c50-c523-4eb1-9155-d91578a2f08d","37003","11000283"
"c1860e99-6a4f-4430-9e8c-18a7c5cc0907","68088","11000286"
"a54b3e4b-6600-421e-af3f-2a9fcd7ec417","70907","11000287"
"c27b4adf-e7bb-486c-9dff-063ee4ed2826","70907","11000289"
"927ccf94-ab49-40fe-9ea8-a8d84d061aac","70907","11000290"
"b93e35ab-3b49-4ffc-b11a-68b0631d899d","65314","11000292"
"76822e7b-cb60-4d56-8f5b-723f91cbad43","65401","11000293"
"a8d99677-d03a-4304-89a8-fa534be0981e","65300","11000294"
"acf464b3-4723-4ee6-a1e8-41d18a6c6794","62011","11000295"
"d6a31e8d-751d-4503-8abc-fa89da7048c5","88405","11000296"
"8c433d48-ff76-4d5c-956d-8c90595c01d7","70404","11000297"
"a71f5bb6-764c-4b0d-9ece-dd9fb04bfc20","70402","11000298"
"d2676bf9-56eb-4103-a34f-2a9d6ca08cb3","65307","11000301"
"0ff4588d-9b97-4b87-b8d8-969fb9d017db","88017","11000302"
"89333059-8948-4812-a993-370b4b345964","89809","11000303"
"c9030d53-2ed9-40db-93b1-462ace292992","89809","11000304"
"3d2aeaab-55e9-4aa3-9cbb-3562089f988f","85099","11000305"
"848e8a2d-d0ee-4161-8ddf-982d24da434f","68326","11000315"
"b70d4177-e013-481b-85cc-b536ddc3d24e","68301","11000316"
"66027680-76a5-4a04-a822-a1b1625b5b8a","68115","11000317"
"a7aa4f58-b863-41bb-aca0-8ff6d98d47c0","68301","11000318"
"dd8031f5-149e-4ef5-8d54-67ed9fbe07c0","94340","11000319"
"12387e25-1076-4160-a6a0-5d8d68c16cff","67101","11000323"
"467e3f5f-ec93-4b6d-8fcd-8d906108ff4d","72103","11000324"
"a8f8c6e1-9c9e-4ff7-b3d5-d38943bc43aa","72103","11000325"
"dd4af173-a0c4-4e5e-b74e-91b1b1011348","67007","11000327"
"6a7a64bb-1063-45b2-a9fb-e2d8303ee95d","72103","11000328"
"097d3b99-2fcc-4652-bf3a-8323f4fc0e4b","83409","11000329"
"f0027a8b-e090-4a81-a60b-0b11f08b6cfe","68326","11000330"
"d1d112cd-1dbe-4071-a518-9f9f105b8add","72122","11000334"
"39d627af-4598-4621-9a6b-21236f739edc","72125","11000336"
"57e69477-9db2-4fb0-82fd-ee495613647b","68241","11000337"
"eedf2882-3f7d-49d4-9c4b-27bd6f55cdfd","72007","11000341"
"597d19bd-fea2-4a22-aa66-6ebfaa5163df","88812","11000342"
"908a525e-8cbf-44d6-a2af-9bc205b11941","68301","11000343"
"5608c674-621f-407a-a658-28c0d3be79e5","68076","11000344"
"b416cc5d-86b9-4386-b856-318a87002242","68007","11000345"
"f5976796-7340-4bb7-b3a1-5b82a1b43073","68096","11000346"
"5a47e827-e0ce-47c0-9564-8df504fd41af","68007","11000348"
"9828921e-c134-4697-8717-7f57abd6e54b","72504","11000350"
"ea70e0ac-2baa-4d7c-8851-9a5cea0af434","68088","11000353"
"520c989b-d99d-462a-9f98-ff6fedbf1f8d","68326","11000354"
"6234d711-e738-496a-b610-718207be0fb7","68326","11000355"
"ab7d9ebf-bc6d-45a9-aca1-53d59774e8bb","68501","11000356"
"cabac871-609c-420a-b1bd-67bd3c9346b5","68403","11000357"
"33fb8238-d918-4988-a5b4-5c6aa72137db","68242","11000358"
"4bf8f911-80f1-4b02-9804-ed96d33d5a7f","72127","11000359"
"706ce684-4ed9-4962-99e9-4f7d3b441b86","68326","11000360"
"09bdbd65-a6a6-47b9-bdfd-d68e56efdbca","67031","11000362"
"a7a55b2b-4415-4b53-be25-70cb080b73d3","68301","11000363"
"c1da2b5c-8141-4d07-967e-871b747ca4ab","68326","11000368"
"1e20fa0d-efaf-4370-a3d0-8cc03561c49e","68301","11000369"
"9f77ad67-e93f-4399-9a4e-fc5e211e0199","68094","11000370"
"4446686a-c487-44b6-b521-c44812797994","72006","11000372"
"739479e1-28c2-425b-9ffe-94f5e9b5d986","72006","11000373"
"48c460a9-7009-447c-a72c-a73dd8e5fbed","72006","11000374"
"dbc4a63d-4ec3-4f40-921d-5c1c2a34915b","72006","11000376"
"9a7af7cd-b763-40a3-93f2-5ca2020771b9","72204","11000377"
"bc636eb7-304d-44ba-94fe-9acd38260d56","68324","11000378"
"415f0135-d5f3-4c95-91f5-490e183ca51e","62122","11000379"
"a1f7c300-ee29-4405-963d-cf11152590b4","68326","11000381"
"7c322f7a-3061-44c7-9e95-7fb9fd52b13f","68326","11000383"
"59d1a750-5ef8-40e9-9dea-823eaf7badc8","72131","11000384"
"d2a6ea59-b0ef-458e-8f67-c74c05f847a3","72131","11000385"
"28878a82-73db-47a1-9db0-faf9be431360","68307","11000386"
"de94a9f2-1a4d-46de-ba9f-ce6c97afc694","15044","11000387"
"0c6c8d40-3b30-4aa2-b46f-1f8627b6d75e","15044","11000388"
"334f08b1-ad78-44a6-8ebd-66357da21c33","68080","11000389"
"19fb7ae1-f8bc-495f-a775-fa797020d6f2","93412","11000390"
"1565e042-9c2b-4080-8631-94df8d9b8178","78607","11000391"
"932d08fa-c1d7-4539-9fe3-ba1fc1414af8","78724","11000392"
"e127d49b-d41d-4cc3-ad03-20bfb5f64efe","78725","11000393"
"ff327b5b-a1d5-44f0-a872-b32244dfeedd","21812","11000394"
"a6df1b0f-3412-45e3-a77d-be944eeeccaf","78724","11000395"
"e39b1581-9c0f-4efb-8273-e554c05bae53","78601","11000397"
"726a02ce-6f01-4280-b6be-e67bf8539f19","79004","11000398"
"5240415d-c53f-4b29-bab3-9e0f77a9d6b9","95205","11000399"
"95e5e246-9551-4188-bfa7-f83d9cdb025b","68705","11000400"
"94b37f6f-6de8-4e67-9690-2dc7338abc06","78808","11000401"
"ed974d90-65ed-48ed-83b2-bcbe7e11c20f","78026","11000402"
"54cd5982-3fdd-45bc-b449-6e28e542775d","78026","11000403"
"f3de6700-ed26-4def-b23e-9aeacc9bc56c","79100","11000404"
"68b8aa21-12de-48f7-be69-d0966d670d70","93205","11000405"
"fe7f9974-6a0f-4073-801d-dc3bacd5ae4f","78010","11000406"
"354a3a4b-42cc-4518-8442-8a006339ef3c","78407","11000407"
"1ebd9047-836a-4028-aa05-4907401b6802","78028","11000408"
"a83566d3-6279-417e-aca1-c293024624e1","79216","11000409"
"c7bf568f-0ce2-43ad-9648-d0f2601af967","68117","11000410"
"1e521708-455e-4c95-8ab3-0c5415cab0af","79001","11000411"
"a8670760-5d6a-42c4-9eac-427b007f4f2f","72219","11000412"
"0b2631c1-39b7-4904-a364-c5ffc31d1c8f","72219","11000414"
"d51e6ef4-8895-48cb-aa4d-7c5dfcd34f4a","68702","11000416"
"2b061eaa-fc8f-4383-9497-a960b4667bc3","68701","11000417"
"245de57e-0feb-43f7-9943-bd35f78644ad","95004","11000418"
"c68a8cb9-19dd-47f1-8281-df234bd6b201","68088","11000419"
"09400828-e686-4de3-ada0-f6fc8dfd2f94","78407","11000420"
"7518e069-acf0-48ad-b00e-d48193393773","78407","11000421"
"d83ddd4f-1b64-47fe-b302-0a27b0326961","78709","11000422"
"ed4f6c8b-2545-4e7d-9f21-1295a9a92d0c","78709","11000423"
"a0d24ddb-93ce-4739-9a6a-38e3320bef14","78802","11000425"
"7d0ce885-4e3e-42c5-ad8b-abd5e6ef5cab","72726","11000426"
"8408525f-1f5e-408a-89a0-bfc9b20a985e","68711","11000427"
"ce25b947-c6d8-4b05-9992-52ee007e5a32","67017","11000428"
"c262ee44-93b5-4fad-b015-e2012ae40f0e","72005","11000429"
"3129ddd2-0e2d-4c73-b542-7d2e6db1295d","72005","11000430"
"ab79e064-0a9c-4350-a417-043b43e0b471","75313","11000432"
"5bcb4b00-a75f-43ad-a94c-11d99c5f9322","68705","11000433"
"fb8a2a2a-7bfd-4293-ab6f-0e89e910e697","67101","11000434"
"e3db9b33-73be-468e-82c6-4c3aeade7746","70101","11000435"
"d91a313a-0efa-4b3f-b1a0-bfbeb9da75d9","65203","11000436"
"16cb7c7a-901a-4e69-815c-a5031d1d2ff0","68043","11000438"
"742253c2-7691-450c-b5bb-f432d2930ff2","67101","11000439"
"430ecae2-63b3-46bb-a154-bd379531522b","68066","11000440"
"bf0cbbad-85cb-4791-87dc-1c6bc6c1797e","68066","11000441"
"64276cfe-bdce-437a-a2ed-bb6b795a0016","68066","11000442"
"4c8305e4-9f6f-464e-9adb-a6c95fab2df6","70101","11000445"
"290c2e02-c819-4ef2-8f3a-6d9f9bc05f80","67007","11000446"
"3b887adb-4aae-405f-a182-d2f2e2a2f340","67007","11000449"
"134dd43e-a45d-457e-9ea6-031f06bcabfa","66530","11000451"
"21c54c59-d56e-491d-b59a-307ebbc8eb78","68066","11000452"
"5e21d667-2f60-4f4d-bba5-dbcb3d3cef5d","67007","11000453"
"f3b69606-2043-4c2c-a03b-2f7c4a925c87","67018","11000455"
"e10fd4d8-d2d5-4686-8fa8-e0eb52f23d27","95202","11000458"
"b16195d6-95b0-4e60-b79b-d809e551ed27","68066","11000459"
"43d2caf4-ced8-44e0-9be7-f256415d1005","68125","11000462"
"a1b4774c-2873-4571-8231-0940e49e7127","67015","11000464"
"7e4b0c7f-855a-4f51-b01d-4b945019f381","85719","11000465"
"b84cd153-d9b0-4738-8de6-8e8223460339","85803","11000466"
"01c5ecdb-d92b-409b-a9ad-ff38f84c5bba","86404","11000467"
"f624e485-ca93-4d53-a1f3-e6cd7c5e5016","85002","11000469"
"794bf9a9-af26-4eef-a5dd-955a2492de40","68202","11000470"
"9e20ea1e-6f3d-49a0-be4b-39c6c3b77a38","70911","11000471"
"8d07fb1e-75f5-46a8-bf30-93af8ef34a49","92853","11000473"
"772da839-897a-4fed-bc7d-2d7d7e912a17","85501","11000475"
"546b1041-9bb4-42d2-9733-a7d4c9c06f17","93303","11000476"
"8d64b313-ea1a-4ca7-b1e2-8abb086c7fa3","85719","11000477"
"a99e9323-84d8-4107-8014-d301e9671114","85701","11000478"
"432c987b-fb87-4877-aa74-de89111b56fd","85097","11000479"
"bebd525c-5f68-4c2a-8dfd-f998a2562268","68202","11000480"
"9099cfa2-9336-40bc-8bea-8b8cc86843dc","87003","11000481"
"b7ed8ad3-1d3a-4d12-983e-49b6a22e96bc","87001","11000482"
"421c80a7-0fa1-427e-a555-5fcfa1b0b9ff","86700","11000483"
"50e3deb9-11e2-4782-8b57-3a951adf8455","81302","11000484"
"25264c3e-43fb-4118-903c-ed2b7b5b0a64","85600","11000485"
"a07b2c88-fc6b-455b-ba41-5879e1f65074","70601","11000487"
"524b05ed-2c29-4041-9d67-b94ec65b71a3","85050","11000488"
"19832e54-a262-434b-8df8-1a73df8b7f32","85703","11000489"
"5d88b6de-42f5-4cae-9ba1-232e0ecbb6be","85604","11000490"
"62d2c16c-1455-42b1-9aba-0d45bde77fab","85052","11000493"
"c1a82c80-0d32-4826-a2b7-27a44c767665","89302","11000494"
"10a1fbef-ba87-43ee-9f33-9fdc62dc6abd","85718","11000495"
"7129ef86-3345-4efd-9945-d86a2578da99","83018","11000496"
"83867880-8bc6-41d1-991b-185c18f85b68","68326","11000497"
"479f98ac-295a-4f5d-8728-1ae4f09a1c1c","89809","11000498"
"7a37bed7-c360-497f-9093-33e75c52668f","68023","11000499"
"1f6e7b0b-1f2c-4793-901a-800952636254","86413","11000500"
"fa16f882-f7d4-4206-9ee3-c2a809cad435","89809","11000501"
"491ccec6-1897-4556-91db-edb48e1b75f0","70907","11000502"
"778bf256-c024-4be6-8a59-4f61dc3155b8","86004","11000503"
"4fb5bdf5-62b3-4544-95e0-c3f8c53edf29","92816","11000504"
"81fb5878-2ec1-4d92-91a1-934c592b0a2e","92507","11000505"
"ee686fc0-92fb-41ed-9599-02cac14e1efa","85802","11000506"
"97a8cf35-4fe5-46b7-9bb0-71740f029e61","86700","11000507"
"4fa878cf-e361-4429-90c6-7264e548d3d9","85009","11000508"
"5976d1e0-f750-4062-ba57-20ddfe30c7c4","61010","11000509"
"7ad6b4d9-d5be-4cd4-a779-5e37bcca24cb","85029","11000510"
"b96ce381-5993-4f0c-81ea-7d25b8c02497","86438","11000511"
"b5ee14a2-7042-4014-863a-a939398323c4","86408","11000512"
"21258aab-2cde-4a10-a279-dfa244c4594d","79802","11000514"
"b1e282cb-f524-4513-a9b3-420182acc69a","89306","11000515"
"6ab46294-8435-4434-84ba-04f3b5222bc9","85818","11000516"
"3d0de31f-37f0-4784-90a1-5ef280fb5115","93314","11000517"
"ad58cbdb-cae9-4f3f-8c40-be06b6d11ab9","68326","11000518"
"6fad0f97-0b79-44c2-84a3-039de1538b34","89808","11000519"
