JOB_CENTER_ID                       , NAME                                                                                       , CITY                       , STREET                          , HOUSE_NUMBER, ZIP_CODE, LANGUAGE
086e08dd-5221-4f6c-aa01-c1d9ce6d1baf, "Service public de l'emploi
Amt für den Arbeitsmarkt"                                      , Friborgo 1                 , Boulevard de Pérolles           , 25          , 1701    , it
086e08dd-5221-4f6c-aa01-c1d9ce6d1baf, "Service public de l'emploi
Amt für den Arbeitsmarkt"                                      , Freiburg 1                 , Boulevard de Pérolles           , 25          , 1701    , de
086e08dd-5221-4f6c-aa01-c1d9ce6d1baf, "Service public de l'emploi
Amt für den Arbeitsmarkt"                                      , Fribourg                   , Boulevard de Pérolles           , 25          , 1701    , fr
b359de92-ea94-4acb-8168-8bf8b62bdbd1, "Service public de l'emploi
Mesures du marché du travail"                                  , Bulle                      , Route de Riaz                   , 18          , 1630    , fr
b359de92-ea94-4acb-8168-8bf8b62bdbd1, "Service public de l'emploi
Mesures du marché du travail"                                  , Bulle                      , Route de Riaz                   , 18          , 1630    , it
b359de92-ea94-4acb-8168-8bf8b62bdbd1, "Amt für den Arbeitsmarkt
Arbeitsmarktliche Massnahmen"                                    , Bulle                      , Route de Riaz                   , 18          , 1630    , de
0676cf45-bffb-447f-b205-264efc7188d1, ORP Fribourg Nord / District Broye                                                         , Estavayer-le-Lac           , Rue Saint-Laurent               , 5           , 1470    , it
0676cf45-bffb-447f-b205-264efc7188d1, RAV Freiburg Nord / Broyebezirk                                                            , Estavayer-le-Lac           , Rue Saint-Laurent               , 5           , 1470    , de
0676cf45-bffb-447f-b205-264efc7188d1, ORP Fribourg Nord / District Broye                                                         , Estavayer-le-Lac           , Rue Saint-Laurent               , 5           , 1470    , fr
411421ad-c904-4559-a7da-87e13b2930e4, RAV Freiburg Zentrum / Saanebezirk                                                         , Freiburg                   , Route des Arsenaux              , 15          , 1700    , de
411421ad-c904-4559-a7da-87e13b2930e4, ORP Fribourg Centre / District Sarine                                                      , Fribourg                   , Route des Arsenaux              , 15          , 1700    , fr
411421ad-c904-4559-a7da-87e13b2930e4, ORP Fribourg Centre / District Sarine                                                      , Friborgo                   , Route des Arsenaux              , 15          , 1700    , it
5ba20a00-5e29-4f29-a98c-c6a8a4de9a26, RAV Zofingen                                                                               , Zofingen                   , Strengelbacherstrasse           , 1           , 4800    , it
5ba20a00-5e29-4f29-a98c-c6a8a4de9a26, RAV Zofingen                                                                               , Zofingen                   , Strengelbacherstrasse           , 1           , 4800    , fr
5ba20a00-5e29-4f29-a98c-c6a8a4de9a26, RAV Zofingen                                                                               , Zofingen                   , Strengelbacherstrasse           , 1           , 4800    , de
235143e0-bb5a-4811-ad68-e9247121e15d, "Industrie-, Gewerbe- und
Arbeitsamt des Kantons Aargau
BAM"                               , Aarau                      , Rain                            , 53          , 5000    , de
