"ID","BFS_CODE","ISCO_CODE"
3aa231ca-1935-4365-9318-a392376b8201,22201020,7531
f56073ef-6eec-4b4c-a348-5cb412a9c338,22201021,7531
b9b6e2ec-a94d-4bc1-aec9-9243fef7c82a,22201022,7531
9ee23238-8b63-46a6-b079-94724207a161,22201023,7531
09f1e827-e896-4ffb-94fb-56864df01c74,22201024,7531
913663f9-2c65-47c0-875f-f2d1cbdb80c2,22201025,7532
f66d4cf3-2e50-4fcd-b2a7-916c2c790cdd,22201026,7531
d719ca0f-84e3-460c-8c4f-bcf82ab20692,22201027,7531
36181910-c69f-40f6-94ff-fc5709e6386f,22201028,7531
d67def5b-dec8-4d25-b340-390ddd376224,22201029,7531
ab6d6ae5-aefd-4112-9b98-f70235de8f97,22201030,7531
37312c81-2792-4963-a414-0701ff248fba,22201031,7531
cc0dbd6c-cd70-4bb1-a2df-c02c741b13da,22201032,7531
626ce6a5-fcf2-450a-85b2-6ecc978cf0c1,22201033,7532
cda117cd-0105-44d5-b38c-5b8743ad162b,22201034,7532
65a73a43-0dea-4fa1-b28c-7f8fe930f368,22201035,7532
92260f8b-4a1a-4525-9c86-109e9cbe042c,22201036,7532
c3e1da54-9eac-4765-9713-c01cae0c06f4,22201037,7531
1a7371a8-91b5-4aee-a762-3141d1bef04d,22201038,7532
ea1ee3fe-3ffe-457a-9848-7c11d162c950,22201039,3122
cdb79920-f2f9-4e45-84b7-4f93c4c0817d,22201040,7531
aff11aa2-82c3-4c1e-b1db-dbb28c963a2e,22201041,7531
a0ed797a-66d4-4fef-b9c8-99429ebf87e1,22201042,7531
083bf19b-531f-408f-9d6d-a595990669da,22201043,7531
77b8fcbf-9369-4fd2-861d-f0c7e55c40d2,22201044,7531
ded5b0fe-537a-4346-b6f1-82c28d567a6c,22201045,7531
f158fd68-d90f-46cc-9cc4-9e1720030513,22201046,7531
1e5e94d4-21cd-4aac-852b-259dbf610f6e,22201047,7531
dc54dae3-0fbd-4b69-b19b-5922c249e2d8,22201048,7531
56c28c9f-dfcb-4793-aefe-e07b19b671bf,22201049,7531
1d68a181-dff9-4940-ac62-c7177059b55e,22201050,7531
9c500d7c-5c0d-486b-b120-d408cac534c0,22201051,7531
a11fcac6-a957-4e98-a5b3-032a0df2fee6,22201052,3122
b1cb6219-e967-4ad2-9628-95145575a982,22201053,7531
9ba33d12-f31e-4da5-be49-b4f8f8d994cd,22201054,3122
aacbde68-f108-45bc-8fd4-58e406787ee0,22201055,7531
0163cbb1-f0dc-4167-b344-4250972674f1,22201056,7531
4ee096fd-c8df-4983-a8c4-51692ab84c2e,22201057,7531
f3ec1e1c-9691-42be-a93d-42eed4b1b213,22201058,7531
a0ff958d-47af-43b2-a24b-978bbb5e5397,22201059,7531
8e40cff9-f60b-4ea0-830f-cad4f7b176d4,22201060,7531
73b0b9d5-de3f-407a-8852-678bd9d17083,22201061,7531
2b62a184-9ec6-4ee4-bb8c-1ef30b13cb96,22201062,7531
f655a252-809e-4887-a722-e7aa8b457e5b,22201063,7531
49db88b1-3a06-4176-bbea-9920383da013,22201064,7531
827294ae-71c1-421d-9cce-6a141b2eb9fa,22201065,7531
6c68722b-f41f-4c2f-a518-7ebe3ced524b,22201066,7532
37f3d250-7ad9-4327-b81e-e30c3b26d0da,22201067,7531
40fec168-b5e2-4f8d-b551-8f7c0920c125,22201068,7531
140987bb-550d-4c98-87c9-efd1b6741719,22201069,7531
8e3300de-5561-4da3-8ccd-999fc59594c6,22201070,7531
0fb7ac6a-ca3e-45a5-8106-0337cff69bd1,22201071,7531
31c80c10-933e-4694-848e-a3417c4f698a,22201072,7531
d30fe271-9135-44ad-b279-51cc8192c00a,22201073,7531
67d5037d-43ac-4481-9347-0ed8da6da3e7,22201074,7531
9f998fcc-2045-4e81-b97b-f07c9e20ff00,22201075,7531
aaa5c283-f7b5-4145-be4b-b126648351f4,22201076,7531
e3b51302-3470-42fb-9a54-909ea5d031a6,22201077,7531
091fde4e-0208-4da1-8f43-14aa42a6ead6,22201078,7531
84e5d471-6e1f-447d-b95f-7c7003a4764c,22201079,7531
bba86615-9f0a-4d39-a96c-ba5985527a73,22202001,7533
6c0c6831-4884-40f1-b3c9-895944e2c8fa,22202002,7533
53c0b1a6-368e-45c8-bd00-9603c1dbddb6,22202003,7533
916f3adf-9aff-4da8-92c0-1e29134b1f06,22202004,7533
990cefbb-513d-4a86-897b-9e1cd08c06ae,22202005,7533
27eb4dc1-98b6-4892-b268-3ce489f6e85d,22202006,7533
28382cf6-7939-4790-a8c8-26287e6c87fa,22202007,7533
a7e13119-584b-4433-a4f0-c669988e82fc,22202008,7533
47a4caee-77ad-4723-a5bb-bb0f3d508312,22202009,8153
2ce8bb1e-d8ea-479d-ae42-4dc7a1dc035f,22202010,7533
08e847f2-9181-4dfc-bcd3-c943b8b6c5b0,22202011,7533
b7981ac0-1139-43c1-b07f-a93608f4fabc,22202012,7533
10f7ccf8-c80a-4013-b7f8-75200a5cde23,22202013,7533
a384e7d2-993d-461c-a24d-25bb6babdfc6,22202014,7533
42de2703-4749-41c7-b326-640619931928,22202015,7533
ed36d1e6-34bd-480e-82e4-e1fc6c660724,22202016,7533
8c4fd78e-582d-4b9c-9765-79ac976f0c06,22202017,7533
ce5700f4-ca40-4ea2-9a77-e0dffaad5f21,22202018,7533
875e0248-3834-4d56-b6cb-ebe6c1b2c70e,22202019,7533
c8f93054-7b20-493d-945a-bec359f9e49c,22202020,7533
269a4e02-8881-470d-9b81-f06422ca7ae2,22202021,7533
bbdd00e4-177a-47d8-a87f-4c0b473b3362,22202022,7533
74a088ad-51cd-4635-a4ca-c825c42173ae,22202023,7533
9f5c5806-4ca4-4c46-9465-b845f987b740,22202024,7533
9e3b2a16-9946-49c6-839a-1359e1cb4ec7,22202025,7533
88110f2a-dd4a-471c-82e1-2b087017d681,22202026,7533
4d43e098-36a4-48e0-9066-88a1caa0484a,22202027,7533
27542b16-a475-4dd5-ace5-dacb912f700d,22202028,7533
8325c720-e7d7-4b55-a2ae-322427460654,22202029,7533
b92afd33-711c-455a-a492-8646c3619f0d,22202030,7533
d0cfaa74-a4b8-4391-93dd-da97534cce41,22202031,7533
787dd633-06bc-4847-9b68-315fc44a5ca8,22202032,7533
0bbae58a-f475-45fc-9ebb-759d0ced6043,22202033,7533
4d807eb1-993e-4746-a302-c3b81d4b1e14,22202034,7533
1207f696-5c03-4229-afa4-369ee701e067,22202035,7533
745b3540-3b9c-4ff1-8325-22b46342bbbc,22202036,7533
4d23f0da-5302-40b9-95a8-62f8fa07d415,22202037,7533
2e736f8c-1b41-4b7c-8a67-cd1b45d27d45,22202038,7533
94415082-0bce-41f2-939a-97d3342b2d76,22202039,7533
8cbb1985-a52b-47c1-bf47-c1975339b2da,22202040,7533
d31baa82-618e-46d4-bd8f-64785696166b,22202041,7533
96ae9af9-f7d2-4107-9974-fde79cb95177,22202042,7533
a10316a6-c570-407b-83eb-ce14ee63ee22,22202043,7533
246a151d-2f32-4109-9df9-a7c07e197962,22202044,7533
1782d3e9-41da-4b6d-a027-338bc47f4886,22202045,7533
d63f6d5b-9b6e-4003-9ed4-3bcaf3e2bd76,22202046,7533
dc0a2472-057b-4175-afea-6598dc3bfac9,22202047,7533
bd2e2c81-ab6c-4bc2-abaf-eb901dc46ede,22202048,7533
b8beee1c-2970-41fa-8487-2f31d43176cc,22202049,7533
756c1195-f374-4319-b6db-4641dea03568,22202050,7533
cfd82604-3447-4c7e-88cd-c8dd8d69ac6a,22202051,7533
0c2d4950-9b55-49c7-9711-37d22d7be063,22202052,7533
709c629d-86ac-452e-bee8-b4dc4666e1f8,22202053,7533
a600588e-88c1-459a-8352-258fde72d8d3,22202054,7533
8a6e3122-fd8d-49f2-98bf-355e9ff7bdf3,22202055,7533
75e7f147-25bb-4f21-8689-8b4076de9507,22202056,7533
1e51bb5e-adbf-4951-a364-ac2311224f42,22202057,7533
86a19b79-b649-4e1d-9021-34436d058800,22202058,7533
67be01a1-55ab-4664-af24-1095388a13ec,22202059,7533
dddd81e0-fe21-4922-9bef-a8fdd0c25dbc,22202060,7533
b8073a73-72ff-4e77-9aa8-5363e8d365fb,22202061,7533
d817ef77-f0aa-4620-8af4-cb8e557971d5,22202062,7533
a5cd9548-8890-4d23-94a5-bb5268ebb536,22202063,7533
b15a6b66-d214-4dc4-9920-013670007585,22202064,7533
464ae03a-e424-403a-942b-3d918e77f759,22202065,7533
d432e8f4-0a93-4a81-9d53-95833a511a30,22202066,7533
06e2a736-cc45-4588-9fca-e412b0e58907,22202067,7533
97071fd5-fa4a-483d-9494-75727d39bdfa,22202068,7533
ef51d559-dca8-4278-934c-774f6a76a485,22202069,7533
4982b9c9-f6fb-4c71-ab28-4b5af1010025,22202070,7533
fc0427db-9b0c-4ade-ad7f-6c227689d5a5,22202071,7533
77b4ec6a-9e13-4e07-b6ad-a672ca8a314c,22202072,7533
42f291fc-2a7e-4665-961a-12f6f56252ad,22202073,7533
d5b7eed7-f87c-43c2-ae82-faaf2fca9b68,22202074,7533
3e3d68b5-caff-40ae-8c89-6509274f30aa,22202075,7533
859af000-f2da-47e5-bfd6-d4f0e7b46266,22202076,7533
c86300be-d179-428d-90d9-5c025e6b1144,22202077,7533
f8322162-2bcd-44fc-bcd8-bab851568322,22202078,7533
122cab67-5514-406c-8793-99813decf42c,22202079,7533
144c5949-9826-4db2-9484-a9b3607c344c,22202080,7533
38dfa807-61ad-48f0-94d1-f0e3345896f5,22202081,7533
55f1e8a9-85aa-458b-b421-c15b80693269,22202082,7533
3cb59f65-4888-4507-9339-8388c1e0b547,22202083,7533
3bf472fa-23db-427c-a5d6-b128a09f84c5,22202084,7533
13e20676-24be-443e-98f2-620c52c6f490,22202085,7533
aa33fa79-97c9-4610-a3e7-8717e4de44f0,22202087,7533
697d57ea-b0ab-4ae2-95e6-cf3af0d8728c,22202088,7533
5461a218-5a12-45bc-8aaa-9d33a357ce9e,22202089,7533
4dc1e84a-ada6-4029-8540-18abae9ee11d,22202090,7533
527c1952-5da2-4653-9326-1341f05b0564,22202091,7533
45564984-c0cf-400e-a5e8-3d5cf782d23d,22202092,7533
dc22e9b3-94dc-4929-b04a-0c4d0cf1190e,22202093,7533
2e267931-daee-4c1e-b8fe-d07e0dc23f31,22202094,7533
e6b08ec7-fa8a-4123-88b8-3f50e7342d75,22202095,7533
9acf4645-c65d-4254-be2c-a58c919cec7d,22202096,7533
eaa64a81-b909-43b4-8185-a720574bfabc,22202097,7533
cbad4539-2430-461d-85f6-8f1a16aba455,22202098,7533
2c36afd3-00a9-4c56-872b-d6f2d4931d45,22202099,7531
114ef4d8-23b8-41a9-9948-ec26458ed2ab,22202100,7533
ef3abe63-52c6-470c-8ba0-4647db5adace,22202101,7533
1bd5e4c4-bd18-4993-ac8e-092cc5face39,22202102,7533
80dbf72e-c6ee-44a6-aa45-62e38c5048c1,22202104,7533
63039cb9-4504-4470-abdf-8e5384d2cda1,22202105,753
d5ea9cc3-3945-4883-878b-20ce60d74458,22203001,7533
b7186ea2-9f96-4e3d-a900-5ed9c03e9ae5,22203002,7533
0ccc20e6-5efe-4c9b-9661-d8f92a6faa68,22203003,7533
78eefa5d-f572-44bc-8712-0614985e9121,22203004,2163
2ea81505-f19d-4af3-bf23-fb642b3d9911,22203005,7533
f188a9f9-d40e-4f9a-8d88-7bb677fc1e3a,22203006,7533
425c4bef-1d07-48df-8d20-cff79790ca94,22203007,7533
5ed11159-8b0f-4f53-923c-82b87b3fd7a3,22203008,7533
c320463c-d15c-41e5-bc4d-0a21a973128b,22203009,7533
4e8bca33-abea-4a7b-9012-92c75fd61c35,22203010,7533
6750fb4e-1414-4698-98c2-0d37f437eefe,22203011,7533
5894f97f-c299-4cdf-bebc-96b40663d41f,22203012,7533
6114bc21-d2dc-496b-b7ea-7907977f3c79,22203013,7533
ea493381-3d50-4f05-98a9-3a299da0e386,22203014,7533
dc6e076c-199a-49bc-a4ac-ea2c8402dc26,22203015,7533
0fdb253e-4f68-4cee-88df-169ca12a268a,22203016,7533
#NUM!,22203017,7533
e3bd1f05-8f4f-4f01-95f4-7ca6969938ee,22203018,7533
e880a325-06e8-4921-ac8a-e79f579be00a,22203019,7533
e5f13242-43b2-4b42-aa63-6e6ce36af5aa,22203020,7533
df7175de-8165-4cbc-9ef3-decb5e149f49,22203021,7533
13b1adbd-85bd-4ce2-b8a8-67a749e95538,22203022,7533
c5916d09-df79-4549-90fc-73d08233f501,22203023,7533
9f8abdb3-785c-4f41-8b80-b4bfe6f6cd7a,22203024,7533
ead5b883-28bd-4607-81b9-5072bead6ffb,22203025,7533
195529ac-d810-4ec7-b17a-559c0b0f8862,22203026,7533
541f0cdb-6629-455e-9ca9-7268c22413ba,22203027,7533
f37b7290-7bc1-4f75-b677-661f7a502200,22203028,7533
e87fbf14-1a68-4169-8f9c-f4c2ac72efe8,22203029,7533
fe350ce9-45cb-4ff5-8769-742e79742f93,22203030,7533
88877074-9639-40c2-b622-4552bd748624,22203031,7533
f1bc9c1a-259c-487a-9d98-bc56ed5c492c,22203032,7533
84d4fd7b-10ee-45bb-81a8-bd28142b5f18,22203033,7533
8aea025d-f6ca-425d-b1c4-061e0c256c19,22203034,7533
3647c06f-bebc-48f9-bbf2-38d19c24bd1f,22203035,7533
60d81d0c-c0d2-41cc-89f0-7b7633b6ebbb,22203036,7533
67c439b8-1fed-46ee-8939-ac089d9ed653,22203037,7533
91d6faed-72ad-428b-a92d-b4c6f69b73f3,22203038,7533
a2dfa8e0-3120-41bf-a83d-4a77f63af97a,22203039,7533
ae9e001f-6073-4f24-9c96-990ac4c0e1e7,22203040,7533
0bf58226-e5ff-456b-a3ff-78afa3c56635,22203041,7533
7d227aa5-9b03-4a4e-b934-cffcef2bafeb,22203042,7533
ecdb4e77-5792-463e-915b-9076963bed2c,22203043,7533
1a7fdfc4-6674-4586-a690-8099fb31a4ab,22203044,7533
d7bb6db8-b217-4fbc-b479-731a03ae6b8f,22203045,7533
33d992a0-393f-4981-b5b8-15382d004a56,22203046,7533
555626cb-3298-48eb-b4c9-e654cfeb80f1,22203047,7533
769532b4-3854-4f0b-9676-cc5da980cc33,22203048,7533
b1ffef87-1c7a-45a9-bcd1-ec85f376d8d7,22203049,7533
641cda76-5ffb-4ad7-bd21-39b668d4107a,22203050,7533
72309435-d9ef-4c69-aee9-02b9a67d56a9,22203051,7533
76787fe9-8d75-4a70-ab1b-32ec3e4d9fb4,22203052,7533
ea5779cd-e4de-42b5-b9ec-341c29326e48,22203053,7533
4ad461e4-21a3-4dce-b0da-c49e2484133c,22203054,7533
de49c823-d19d-4a9c-994d-f8632b1f9724,22203055,7533
9f7dcb13-7900-4b6f-9923-8142b50c53f1,22203056,7533
5410493c-d000-4ba5-950b-466a466a01cf,22203057,7533
8642c710-ea0b-4f5d-ac56-80013d1105c2,22203058,7533
d17c135f-66f9-46c0-88f3-2cca41e0f846,22203059,7533
7ab6e281-a49f-4120-afbc-625b308ee856,22203060,7533
4498584b-ddd3-4b99-b683-87d600c3c0e3,22203061,7533
480e8654-0bb2-4103-83a9-8568a5333873,22204001,7531
1e555d57-7b56-40ec-8834-87a3fa5609e4,22204002,753
f37bacec-5153-4294-a962-c8ca35faefd6,22204003,7531
392987a8-a969-41c9-a6fe-8fd63db422f2,22204004,7534
f38fff39-4aa1-43ad-85e1-01002c7acf4b,22204005,7531
92db1341-57b3-4bf4-bd70-0570e5518db6,22204006,7531
53cb8ae7-b6e1-473b-9706-571d50f68efb,22204007,7531
6272148c-efda-41d6-a845-63debda0509d,22204008,7531
b2ec6607-808b-48cc-bf0f-d780175a1e5e,22204009,7531
e00bee45-08b6-4a78-9243-b7f9e82011bd,22204010,7533
d848a8f9-254a-4ead-8a21-83b47c9ab07f,22204011,753
c2390e84-c94b-415b-b9ae-ce9cf66c3155,22204012,7531
e9c6c22a-f17e-4a23-b1a0-b477e4f9b27a,22204013,7531
51acac2c-7d13-443e-ad28-1184715c2c7e,11101001,6130
c45e70e8-c84b-49f9-a1b9-53b0470474a8,11101002,6130
a706304c-6484-4209-85d0-12d33668c2c2,11101003,6130
3c72f295-f592-4fb8-8f64-3686e6b7fa39,11101004,6130
23e82fbb-3587-4132-90b2-b2f835870443,11101005,6130
8b4b539c-7525-456b-b2dc-01f4e8a643bc,11101007,6130
da732cd0-30a2-48a3-9cb4-7d431b386d7b,11101008,6130
0c6dedca-bc3a-4b08-b716-9223e631c8ad,11101009,6130
e819b31c-8e7f-42e2-9484-e39946010d2c,11101010,6130
05009d90-9980-4c72-82c7-57809b0f5ef6,11101011,6130
7a95f181-b0f4-478a-901a-31ec1042d2a1,11101012,6130
b753f425-9f34-40d9-a65c-e3fa580023d3,11101013,6130
c70030d6-3f33-4c3f-a2f3-e2613cd4d1c7,11101014,6130
bfe2f951-c6fb-4570-b476-0fa1e48de590,11101016,6130
da298e63-ee2e-4767-875f-98160233c1cb,11101017,6130
d2995b30-5361-437c-8c2d-adb8f15afa02,11101018,6130
09dbdcaa-554d-41bb-a7fd-a05a762acdfd,11101019,6130
11a91b31-2a0a-40cf-8096-e5559070c626,11101020,6130
28e3e829-82a1-4245-adf5-14b096906f7f,11101021,-999
402ca144-6fbf-45d7-b11b-707ffd2933ba,11101022,6130
ceb74f9c-a0d3-4964-93fc-03575e94f3fb,11101023,6130
58261a67-d239-4e72-8195-1c189d738654,11101024,6130
00b77ba4-4f86-4375-8d84-b6701fa627b8,11101025,6130
f9b9f812-4815-411e-93f2-4af22011a1eb,11101026,6130
541c6ae3-8853-4b13-9910-bed3d269540c,11101027,6130
01924144-f42d-4a4b-a51a-9e1f3e25096b,11101028,6121
d5ba8152-1ea6-409f-9854-6e25c17927a2,11101029,6130
9dbf7dec-ec3e-4919-a14b-c57ddeee35d4,11101030,6130
81dc3956-97cf-42fd-bfb0-2f277b510bf0,11101031,6130
6f2c616f-e56b-4a77-a838-345ee2c1a28d,11101032,6130
